FileName,TranscriptionNuance
./data\9140708669540000251_NaimaF.wav,Oui bonjour c'est parce qui a montant qui s'est déposé dans notre compte pis on sait pas c'est quoi
./data\9140708669540000251_NajatS.wav,Oui bonjour c'est parce qu'il y a un montant qui s'est déposé dans notre compte pis on sait pas c'est quoi
./data\9140710261090000251_Anne-Marie_1.wav,J'ai fait faire un virement Interac sauf que je tape ma limite maximum quotidienne
./data\9140710261090000251_AwaS.wav,J'ai essayé de faire un virement Interac sauf que je tape ma limite maximum quotidienne
./data\9140710261090000251_Charles.wav,J'essaie de faire un virement Interac sauf que je tape ma limite maximum quotidiennement
./data\9140711388420000251_Charles.wav,Non non j'appelais justement pour signaler parce que j'ai une oublier mon ma trousse là dans le métro
./data\9140711388420000251_NajatS.wav,Non non j'appelais juste pour signaler parce que je viens d'oublier mon ma trousse là dans le métro
./data\9140716862480000251_Anne-Marie_2.wav,Oui bonjour j'aimerais faire un retrait de mon CELI par contre je sais qu'ils ont des fonds mutuels donc je sais pas si vous pouvez m'aider
./data\9140716862480000251_Charles.wav,Oui bonjour j'aimerais faire un retrait de mon CELI par contre je sais qu'ils ont des fonds mutuels donc je sais pas si vous pouvez m'aider
./data\9140716862480000251_NajatS.wav,Oui bonjour j'aimerais faire un retrait de mon CELI par contre je sais qu'ils ont des fonds mutuels donc je sais pas si vous pouvez me dit
./data\9140717117830000251_Anne-Marie_2.wav,Bon moi là un moment donné là j'ai fait un achat pis j'ai mis ça sur 12 paiements mots là ça passe mot Desjardins
./data\9140717117830000251_Charles.wav,Bon moi là à un moment donné là j'ai fait un achat pis j'ai mis ça sur 12 paiements bla-bla-bla là ça passe bla-bla-bla Desjardins
./data\9140717117830000251_NajatS.wav,Bon moi là à un moment donné là j'ai fait un achat pis j'ai mis ça sur 12 paiements là ça passe Desjardins
./data\9140717351920000251_Anne-Marie_2.wav,Oui salut oui j'ai un montant qui est passé dans mon compte de banque pis j'aimerais ça savoir c'était quoi
./data\9140717351920000251_Charles.wav,NA
./data\9140717351920000251_NajatS.wav,Oui salut oui j'ai un montant qui est passé dans mon compte de banque pis j'aimerais ça savoir c'était quoi
./data\9140720461190000251_Charles.wav,C'est à cause que moi j'ai j'ai un montant d'argent qui se prend pour mes finances pis il se prend le vendredi je voudrais faire changer ça pour le jeudi
./data\9140720461190000251_NaimaF.wav,C'est à cause que moi j'ai j'ai un montant d'argent qui se prend pour mes finances pis il se prend le vendredi je voudrais le faire changer pour le jeudi
./data\9140734193750000251_NajatS.wav,Oui coûté je veux faire une grosse transaction avec ma carte de crédit et je veux juste que ça ça puisse passer
./data\9140734193750000251_Natalia2.wav,Écoute je veux faire une grosse transaction avec ma carte de crédit je veux juste que ça ça puisse passer
./data\9140734375740000251_Anne-Marie_2.wav,Ben c'est ça moi j'avais bruit une entente de paiement pour payer ma MasterCard là qui est en souffrance depuis quelque temps c'est que les dates mot correspondent pas du tout là quand que j'ai pris l'entente avec le monsieur ça été fait rapidement c'est un monsieur Adamo qui s'appelle j'aurais j'aurais aimé changer les dates parce que là ça me cause des problèmes avec des négatifs dans mon compte pis sup en avance pour moi là
./data\9140734375740000251_AwaS.wav,Ben moi j'avais une entente de paiement pour payer ma Mastercard là qui en France depuis quelques temps c'est que les dates bla-bla-bla correspondent pas du tout là quand que j'ai pris l'entente avec le monsieur ça été fait rapidement c'est un monsieur Adamo qui s'appelle j'aurais aimé changer les dates parce que là ça me cause des problèmes je me retrouve avec des négatifs dans mon compte pis c'est pas en avance pour moi là
./data\9140734375740000251_NaimaF.wav,Ben c'est ça moi j'avais un une entente de paiement pour payer ma MasterCard là qui est en souffrance depuis quelque temps c'est que les dates correspondent pas du tout là quand que j'ai pris l'entente avec le monsieur ça été fait rapidement c'est un monsieur Adamo qui s'appelle j'aurais aimé changer les dates parce que là ça me cause des problèmes je me retrouve avec des négatifs dans mon compte pis je sais pas en avance pour moi là
./data\9140751504760000251_Charles.wav,Moi dans le fond là j'ai mon adresse e-mail là elle est pas comme j'ai plus mon ça fait des années mettons que j'utilise pas pis je sais pas mettons mon code je sais même pas c'est quoi pis là je peux plus rentrer mettons pour aller voir mon chômage j'peux pas aller voir pour ma banque en ligne j'peux pas rien faire
./data\9140751504760000251_NaimaF.wav,Moi dans le fond là j'ai mon mon adresse e-mail là elle n'est pas comme j'ai plus mon ça fait des années mettons que je l'utilise que j'utilise pas puis je sais pas mettons mon code je sais même pas c'est quoi puis là j'peux plus rentrer mettons pour aller voir mon chômage je peux pas aller voir pour ma banque en ligne je peux pas rien faire
./data\9140771076640000251_Anne-Marie_2.wav,C'est parce que moi j'arrive de la banque pis là ce qui arrive c'est que j'ai un montant qui a passé le le 1er décembre donc aujourd'hui de 288 et 75 pis on voulait savoir ça vient d'où
./data\9140771076640000251_AwaS.wav,Parce que moi j'arrive de la banque pis là ce qui arrive c'est que y'a un montant qui a pensé le 1er décembre donc aujourd'hui de 288-6015 pis on voulait savoir ça vient d'où
./data\9140771076640000251_NaimaF.wav,C'est parce que moi j'arrive de la banque et puis là c'qui arrive c'est que y'a un montant qui a passé le le 1er décembre donc aujourd'hui de 288 et 75 pis on voulait savoir ça vient d'où
./data\9140771356320000251_Anne-Marie_2.wav,J'ai fait de payer ma carte de crédit ça fait vraiment des semaines pis ça fonctionne pas j'ai la payer avec ma marge de crédit pis ça l'air que c'est ça semblerait comme si c'était au niveau de la marge de crédit ça bloque
./data\9140771356320000251_NaimaF.wav,Je suis de payer ma carte de crédit ça fait vraiment des semaines pis ça fonctionne pas j'ai essayé de la payer avec ma marge de crédit pis ç'a l'air que c'est ça semblerait comme si c'était ou niveau de la marge de crédit ça bloque
./data\9140771356320000251_NajatS.wav,J'ai fait ma carte de crédit ça fait vraiment des semaines pis ça fonctionne pas je suis de la payer avec ma marge de crédit pis ç'a l'air que c'est ça semblerait comme si c'était au niveau de la marche de crédit ça bloque
./data\9140778829920000251_Anne-Marie_2.wav,Dans le fond j'ai un placement avec vous qui que le terme vient de ce mot en ce moment même dans un de mes placements je voulais savoir qu'est-ce que vous me conseillez de plus par rapport à mes à moi à mes choix à moi parce que j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre pis je voulais savoir si vous avez quelque chose de mieux comme placement pour pas que j'ai à chaque fois à à faire un nouveau placement là
./data\9140778829920000251_AwaS.wav,Dans le fond j'ai un placement avec vous qui que le terme vient de se bla-bla-bla en ce moment même dans un de mes placements pis je voulais savoir qu'est-ce que vous me conseillez de plus par rapport ami à moi à mes choix à moi parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre pis je voulais savoir si vous avez quelque chose de mieux comme placement pour pas que j'ai à chaque fois à à faire un nouveau placement là
./data\9140778829920000251_NaimaF.wav,Dans le fond j'ai un placement avec vous qui que le terme vient de se en ce moment mais me dans la de mes placements mais je voulais savoir qu'est-ce que vous me conseiller de plus par rapport à mes à moi à mes choix à moi parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre puis je voulais savoir si vous avez quelque chose de mieux comme placement pour pas que j'ai à chaque fois à à faire un nouveau placement là
./data\9140781175240000251_Charles.wav,Bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinataire ça marchait pas pis là j'essaie de transférer les fonds pis ça fonctionne pas encore
./data\9140781175240000251_NaimaF.wav,Bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinataire ça marchait pas pis là j'essaie de transférer les fonds pis ça fonctionne pas encore
./data\9140781175240000251_NajatS.wav,Bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinataire bla-bla ça marchait pas pis là j'essaie de transférer les fonds puis ça fonctionne pas encore
./data\9140786061470000251_Charles.wav,Ce qui est arrivé c'est que hier là sur Internet j'ai fait une demande de transférer 200 $ de mon compte à mon mon régime de retraite là quand j'ai fait ça la ça m'a rapporté directement il dit qu'on peut pas conclure votre action là pour réessayer tantôt
./data\9140786061470000251_NaimaF.wav,C'qui est arrivé c'est que hier là sur Internet j'ai fait une demande de transférer 200 $ de mon compte à mon mon régime de retraite là quand j'ai fait ça la ça m'a rapporté directement il dit que on peut pas conclure votre transaction là là pour réessayer tantôt
./data\9140786061470000251_NajatS.wav,C'qui est arrivé c'est que hier là sur Internet j'ai fait une demande de transférer 200 $ de mon compte à mon mon régime de retraite là quand j'ai fait ça la ça m'a rapporté directement il dit que on peut pas conclure votre transaction là là pour réessayer tantôt
./data\9140788140950000251_Anne-Marie_1.wav,S'il vous plaît à propos de la carte de crédit s'il vous plaît est-ce que je peux faire une carte je peux faire une demande de carte de crédit ou MasterCard ou je sais pas
./data\9140788140950000251_NaimaF.wav,S'il vous plaît à propos de la carte de crédit s'il vous plaît est-ce que je peux faire une carte je peux faire une demande de carte de crédit ou MasterCard ou je sais pas
./data\9140789023520000251_Anne-Marie_2.wav,J'aimerais avoir le solde de mon hypothèque que j'ai chez vous
./data\9140789023520000251_AwaS.wav,J'aimerais voir le solde de mon hypothèque que j'ai chez vous
./data\9140789023520000251_NajatS.wav,J'aimerais avoir le solde de mon hypothèque que j'ai chez vous
./data\9140790021490000251_Charles.wav,Oui bonjour en fait moi j'essaie de me connecter à votre nouvelle application Banque Nationale moi j'utilisais l'ancienne version puis j'ai changé de courriel d'identification mais là j'arrive pas à me brancher sur votre nouvelle application
./data\9140790021490000251_Natalia2.wav,Oui bonjour moi j'essaie de me connecter à votre nouvelle application Banque Nationale moi j'utilise l'ancienne version pis j'ai changé de courriel de notifications mais là j'arrive pas me brancher sur votre nouvelle application
./data\9140795691050000251_Anne-Marie_1.wav,Sur cette plate-forme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire je pouvais changer ça est ce que je veux dire
./data\9140795691050000251_Charles.wav,Sur cette plate-forme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire je pouvais changer ça vous voyez ce que je veux dire
./data\9140795691050000251_rima.wav,Sur cette plate-forme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente à la plus ancienne ou le contraire je pouvais changer ça vous voyez ce que je veux dire
./data\9140796754150000251_Charles.wav,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison
./data\9140796754150000251_NajatS.wav,J'appelle pour avoir de l'information sur un taux hypothécaire pour acheter une maison
./data\9140799118460000251_Anne-Marie_2.wav,Bon mot ça fait longtemps que j'appelle là c'est parce que j'ai acheté un nouveau téléphone pis j'ai essayé de mettre ma carte la carte de débit sur mon iPhone pis ça me demande ça me dit d'appeler ça dit pour ça me dit appeler le 1-888-835-6281 pour vérifier votre carte avec Apple
./data\9140799118460000251_Charles.wav,Bon ça fait longtemps que j'appelle là c'est parce que j'ai acheté un nouveau téléphone pis j'ai essayé de mettre ma carte la carte de débit sur mon iPhone pis ça me demande ça me dit d'appeler ça dit ça me dit d'appeler le 1-888-835-6281 pour vérifier votre carte avec ApplePay
./data\9140799118460000251_NajatS.wav,Bon bla-bla ça fait longtemps que j'appelle là c'est parce que j'ai acheté un nouveau téléphone pis j'essaie de mettre ma carte la carte débit sur mon iPhone pis ça me demande ça me dit d'appeler ça dit pour ça me dit appeler le 1-888-835-6281 pour vérifier votre carte avec ApplePay
./data\9140813134630000251_Charles.wav,Oui bonjour j'appelle parce que j'achète pour on magasine pour acheter des meubles mais j'ai dépassé ma limite de ce que je peux dépenser par jour
./data\9140813134630000251_NaimaF.wav,Oui bonjour j'appelle parce que j'achète pour on en magasin pour acheter des meubles mais j'ai dépassé ma limite de ce que je peux dépenser par jour
./data\9140813134630000251_rima.wav,Oui bonjour j'appelle parce que j'achète pour on magasine pour acheter des meubles mais j'ai dépassé ma limite de ce que je peux dépenser par jour
./data\9140820405660000251_Charles.wav,En fait j'ai besoin de faire réactiver mes transferts Interac parce que l'autre jour j'ai essayé trop de fois la date d'expiration là pis j'avais pas ma carte avec moi pis ça désactivé
./data\9140820405660000251_NaimaF.wav,En fait j'ai besoin de faire réactiver mes transferts Interac parce que l'autre jour j'ai essayé trop de fois la date d'expiration là pis j'avais pas ma carte avec moi pis ça désactivé
./data\9140820405660000251_rima.wav,En fait j'ai besoin de faire réactiver mes transferts interract parce que l'autre jour j'ai essayé trop de fois la date d'expiration là pis j'avais pas ma carte avec moi pis ça désactivé
./data\9140821405840000251_Charles.wav,Oui bonjour j'aimerais ça avoir de l'information sur des une transaction dans le fond je me demande si je peux faire ça sur mon site en ligne dans le fond moi je paie un loyer tous les mois pour mon entreprise avant je payais ça par chèque mais là on m'offre dans le fond ils m'ont dit leur spécimen de chèque avec leur adresse courriel ça l'air qu'avec ça je serais capable d'en ligne de programmer un paiement tous les mois je viens de voir comment je sais pas si vous pouvez m'aider avec ça
./data\9140821405840000251_NaimaF.wav,Oui bonjour j'aimerais ça avoir de l'information sur des une transaction dans le fond je me demande si je peux faire ça sur mon site en ligne dans le fond moi je paye un loyer tous les mois pour mon entreprise avant je payais ça par chèque mais là on m'offre dans le fond ils m'ont fourni leur spécimen de chèque avec leur adresse de courriel pis ça l'air qu'avec ça je serais capable d'en ligne de programmer un paiement tous les mois j'essaie de voir comment je sais pas si vous pouvez m'aider avec ça
./data\9140821405840000251_rima.wav,Oui bonjour j'aimerais ça avoir de l'information sur des une transaction dans le fond je me demande si je peux faire ça sur mon site en ligne dans le fond moi je paye un loyer tous les mois pour mon entreprise avant je payais ça par chèque mais là on m'offre dans le fond ils m'ont fourni le spécimen de chèque avec leur adresse de courriel pis ça l'air qu'avec ça je serais capable d'en ligne de programmer un paiement tous les mois je serai de voir comment je sais pas si vous pouvez me aider avec ça
./data\9140821612010000251_Anne-Marie_1.wav,Ben j'aimerais ça dans le fond j'ai pas dollar là parce ce que j'aimerais ça pouvoir continuer de payer mon prêt
./data\9140821612010000251_Charles.wav,Ben j'aimerais ça dans le fond j'ai pas 9500 $ là parce que j'aimerais ça pouvoir continuer de payer mon prêt
./data\9140821612010000251_rima.wav,Ben j'aimerais ça dans le fond j'ai pas 9500 $ là parce que j'aimerais ça pouvoir continuer de payer mon prêt
./data\9140829866960000251_Anne-Marie_1.wav,Oui c'est ça j'ai tenté à deux reprises de faire une transaction pour un club de motoneige pis c'est c'est c'est je tombe en erreur
./data\9140829866960000251_AwaS.wav,Oui c'est ça j'ai tenté à deux reprises de faire une transaction pour un club de motoneige pis c'est c'est c'est je tombe en erreur
./data\9140829866960000251_NaimaF.wav,Oui c'est ça j'ai tenté à deux reprises de faire une transaction pour un club de motoneige mais c'est c'est c'est je tombe en erreur
./data\9140831371590000251_Anne-Marie_1.wav,Bon écoutez est-ce que je voudrais parler à monsieur qui s'appelle Mourad s'il vous plaît
./data\9140831371590000251_Charles.wav,Bon écoutez est-ce que je voudrais parler à monsieur qui s'appelle Mourad s'il vous plaît
./data\9140831371590000251_rima.wav,Bon écoutez est-ce que je voudrais parler à monsieur qui s'appelle Mourad s'il vous plaît
./data\9140839773480000251_Anne-Marie_2.wav,Oui bonjour c'est pas c'est chaud bon endroit moi j'ai des prélèvements qui se font dans mon compte pis ce mois dans mon CELI pis je l'aurais aimé le faire arrêter
./data\9140839773480000251_Charles.wav,Oui bonjour je sais pas si je suis au bon endroit moi j'ai des prélèvements qui sont dans mon compte qui s'en vont dans mon CELI pis j'avais aimé le faire arrêter
./data\9140840496710000251_Charles.wav,Bon ici c'est parce que c'est une lettre que bla-bla que j'avais reçu par la malle et puis la bla-bla de ma banque elle m'a dit d'appeler pour demander au mois de novembre le 19 il y avait eu un montant de déposé de 300 pis moi je vois pas mon relevé je lis par alors je peux pas voir si ça été déposée
./data\9140840496710000251_NajatS.wav,Bon ici c'est parce que c'est une lettre que bla-bla que j'avais reçu par la malle puis là là ma banque elle m'a dit de d'appeler pour demander au mois de novembre le 19 y'avait eu un montant de déposé de 300 pis moi je vois pas mon relevé je l'ai pas alors je peux pas avoir si ça a été déposée
./data\9140840496710000251_Natalia.wav,Bon ici c'est parce que c'est une lettre que mon que j'avais reçu par la malle et puis là mot de ma banque elle m'a dit d'appeler pour demander au mois de novembre le 19 il y avait eu un montant de déposé de 300 pis moi je vois pas mon relevé je l'ai pas alors je peux pas voir si ça été possible
./data\9140846150340000251_Anne-Marie_2.wav,Oui bonjour j'ai j'ai ouvert une entreprise je suis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès Internet
./data\9140846150340000251_Charles.wav,Oui bonjour j'ai j'ai ouvert une entreprise je suis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès Internet
./data\9140846150340000251_NaimaF.wav,Oui bonjour j'ai j'ai ouvert une entreprise je suis allé chercher j'ai eu ma carte bancaire hier je voudrais avoir un accès Internet
./data\9140846451760000251_AwaS.wav,Allô oui bonjour ça serait pour merci dans le fond je voudrais faire de l'épargne systématique à chaque semaine
./data\9140846451760000251_Charles.wav,Allô oui bonjour ça serait pour mon CELI dans le fond je voudrais faire de l'épargne systématique à chaque semaine
./data\9140846451760000251_Natalia.wav,Allô oui bonjour ça serait pour mon CELI dans le fond je voudrais faire de n'est pas systématique à chaque semaine
./data\9140855634030000251_Anne-Marie_1.wav,C'est beau c'est beau c'est parce que je je j'ai appelé la Banque Nationale mais c'est parce que cette semaine la banque la carte de crédit enlevé tout mon argent dans mon compte
./data\9140855634030000251_Charles.wav,C'est beau c'est beau c'est parce que j'ai appelé la Banque Nationale mais c'est parce que cette semaine la banque la carte de crédit ont enlevé tout mon argent dans mon compte
./data\9140855634030000251_rima.wav,C'est beau c'est beau c'est parce que j'ai appelé la Banque Nationale mais c'est parce que cette semaine la banque la carte de crédit ont enlevé tout mon argent dans mon compte
./data\9140858711750000251_Anne-Marie_2.wav,Oui je pense que j'étais avec vous y'a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour à titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageux CELI parce que c'est 25 000 points pour cent dollars
./data\9140858711750000251_AwaS.wav,Oui je pense que c'est avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour à titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageux CELI parce que c'est 25 000 points pour cent dollars
./data\9140858711750000251_NaimaF.wav,Oui je pense que j'étais avec vous il n'y a pas longtemps concernant le transfert de compte de points pour le oui donc c'est plus avantageux juste pour à titre informatif pour payer la carte de crédit ou pour les points voyages en fait c'est plus avantageux CELI parce que c'est 25 000 points pour 100 $
./data\9140874329550000251_AwaS.wav,Bon c'est que moi bonjour en passant moi c'est que je viens de voir que j'ai eu deux facturations pour Koodo mon téléphone puis une facturation qui a pas d'affaire là j'ai appelé Koodo eux autres ils comprennent rien ils ont jamais réussi à trouver ce transaction-là fait que ils ont dit écoutez le problème du côté de votre banque facture le montant que vous avez prélevé en fait vous l'avez prélevé aujourd'hui mais il est du 14 semble-t-il donc demain Piscia montant qui qui appel d'affaires
./data\9140874329550000251_NajatS.wav,Bon c'est que moi bonjour en façon moi c'est que je viens de voir que j'ai eu deux facturations pour Koodo mon téléphone et puis une facturation qui a pas d'affaire là j'ai appelé Koodo eux autres ils comprennent rien ils ont jamais réussi à trouver cette transaction là fait que ils ont dit écoutez le problème du côté de votre banque fait que le montant que vous avez prélevé qui est en fait vous l'avez prélevé aujourd'hui mais il est du 14 semble-t-il donc demain puis ce montant qui qui appelle d'affaire là là
./data\9140881473420000251_Charles.wav,Moi je voudrais retirer trois cent pièces de mon CELI
./data\9140881473420000251_NaimaF.wav,Moi je voudrais retirer trois cent pièces de mon CELI
./data\9140881473420000251_NajatS.wav,Moi je voudrais retirer trois cent pièces de mon CELI
./data\9140890699880000251_Charles.wav,Bonjour monsieur ça serait pour faire sortir mon CELI
./data\9140890699880000251_NaimaF.wav,Bonjour monsieur ça serait pour faire sortir mon CELI
./data\9140890699880000251_NajatS.wav,Bonjour monsieur ça serait pour faire sortir mon CELI
./data\9140894412370000251_Charles.wav,Je voudrais savoir combien j'ai fait de transactions et combien qu'il m'en reste parce que je me rappelle plus trop trop de mon forfait
./data\9140894412370000251_NaimaF.wav,Je voudrais savoir combien j'ai fait de transactions et combien qu'il m'en reste parce que je me rappelle plus trop trop de mon forfait
./data\9140894412370000251_NajatS.wav,Je voudrais savoir combien j'ai fait transaction et combien qui me reste parce que je me rappelle plus trop trop de mon forfait
./data\9140897916270000251_Charles.wav,Regarde j'ai une question pour toi moi mon mon solde il me fait dire qu'il est 2000 13 295 et puis mon paiement minimum il est 332 par mois là je voudrais savoir si je j'achète un article qui est 1250 mon paiement il serait quoi
./data\9140897916270000251_NajatS.wav,Regarde j'ai une question pour toi moi mon mon solde il me fait dire qu'il est 2000 13 295 puis mon paiement minimum il est 332 par mois là je voudrais savoir si je j'achète un article qui est 1250 mon paiement il serait quoi
./data\9140897916270000251_rima.wav,Regarde j'ai une question pour toi moi mon mon solde il me fait dire qu'il est 2000 13 295 et puis mon paiement minimum il est 332 par mois là je voudrais savoir si je je j'achète un article qui est 1250 mon paiement il serait quoi
./data\9140901325980000251_AwaS.wav,Bonjour j'appelle pour faire une confirmation vocale
./data\9140901325980000251_Charles.wav,Bonjour j'appelle pour faire une confirmation vocale
./data\9140901325980000251_NajatS.wav,Bonjour j'appelle pour faire une confirmation vocale
./data\9140909003770000251_Charles.wav,Je vous appelle parce qu'on a une hypothèque une marge hypothécaire chez vous puis quand on a fait on a acheté la maison on avait fait on avait eu comme 1 pont un bridge là une avance le temps quatre actions de façon très les deux maisons pis quand on a passé chez le notaire j'ai appelé pour payer la marge de crédit au complet qui était de 20 000 $ puis là quand j'ai appelé la personne m'a dit on l'a payé mais il reste un petit solde je crois c'était 20 quelques dollars mais elle m'a dit qu'été-vous pas ça c'est juste une question que les transactions se fasse pis ça va disparaître mais depuis ce temps là ça monte tout le temps là je suis rendu à 85 90 dans la marge là je veux savoir pourquoi ça se paye pas pourquoi ça s'est pas payé
./data\9140909003770000251_NaimaF.wav,Je vous appelle parce que on a une hypothèque une marge hypothécaire chez vous puis quand on essaie en acheter à la maison on avait fait on avait eu comme 1 pont un bridge là une avance le temps que la transaction se fasse entre les deux maisons puis quand on appelle chez le notaire j'ai appelé pour payer la marge de crédit au complet qui est et deux 20 000 $ pis là quand j'ai appelé la personne m'a dit on l'a payé mais il me reste un petit solde je crois c'était 20 quelques dollars mais elle m'a dit inquiétez vous pas là ça c'est juste une question que les transactions se fasse pis ça va disparaître mais depuis ce temps là ça monte tout le temps là je suis rendu à 85 et quatre 10 dans la marge là je veux savoir pourquoi ça ne ça se paye pas pourquoi ça s'est pas payé
./data\9140910516020000251_Charles.wav,Oui bonjour en fait j'appelle c'est pour ouvrir un compte REER progressif
./data\9140910516020000251_NaimaF.wav,Oui bonjour en fait j'appelle c'est pour ouvrir un compte REER progressif
./data\9140910516020000251_NajatS.wav,Oui bonjour en fait j'appelle c'est pour ouvrir un compte REER progressif
./data\9140926818330000251_Anne-Marie_1.wav,Oui c'est ça écoutez c'est pour la Ques la super question de l'accès à la nouvelle version de banque en ligne qu'est-ce que je peux vous dire moi je l'utilisais l'ancienne version on nous invité aller vers la nouvelle version je inscrivais mon mon courriel et ensuite en mot de passe et là on me disait qu'y avait un problème technique là-dessus et qu'on me qu'on me permettait quand même de revenir à l'ancienne version
./data\9140926818330000251_Charles.wav,Oui c'est ça écoutez c'est pour la Ques la super question de l'accès à la nouvelle version de banque en ligne qu'est-ce que je peux vous dire moi j'utilisais l'ancienne version on nous invité aller voir vers la nouvelle version je inscrivais mon mon courriel et ensuite un mot de passe et là on me disait qu'y avait un problème technique là-dessus et qu'on me qu'on me permettait quand même de revenir à l'ancienne version
./data\9140926818330000251_NajatS.wav,Oui c'est ça écoutez c'est pour la Ques la super question de l'accès à la nouvelle version de banque en ligne qu'est-ce que je peux vous dire moi je utilisais l'ancienne version on nous invité aller vers la nouvelle version je inscrivais mon mon courriel est ensuite en mot de passe et là on me disait qu'y avait un problème technique là-dessus et qu'on me permettait quand même de revenir à l'ancienne version
./data\9140943286990000251_Charles.wav,C'est pour savoir s'il serait possible de retarder me mon paiement d'auto pour le mois de janvier pis février bla-bla tsé les remettre à fin mettons
./data\9140943286990000251_NaimaF.wav,C'est pour savoir s'il serait possible de retarder mes mon paiements d'auto pour le mois de janvier pis février bla-bla tsé les remettre à la fin mettons
./data\9140943606080000251_Charles.wav,Oui bonjour j'ai fait une transaction avec ma Mastercard et on m'a dit de téléphoner à la banque parce que ça marchait pas
./data\9140943606080000251_NaimaF.wav,Oui bonjour j'ai fait une transaction avec ma Mastercard et on m'a dit de téléphoner à la banque parce que ça marchait pas
./data\9140943606080000251_NajatS.wav,Oui bonjour j'ai fait une transaction qui a Mastercard et on m'a dit de téléphoner à la banque parce que ça marchait pas
./data\9140960248640000251_NaimaF.wav,Bon je vous appelle parce que moi j'ai envoyé un courriel le 10 décembre OK pour que le REER de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte OK y'a rien ils m'ont dit 23 jours ça fait presque deux semaines demain ce que j'ai dit tout 10 décembre on va être demain jeudi et j'ai rien alors qu'est-ce qui se passe
./data\9140960248640000251_NajatS.wav,Bon je vous appelle parce que moi j'ai envoyé un courriel le 10 décembre OK pour que le REER de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte OK y'a rien ils m'ont dit 23 jours ça fait presque deux semaines demain ce que j'ai dit tout 10 décembre on va être demain jeudi et j'ai rien alors qu'est-ce qui se passe
./data\9140960248640000251_rima.wav,Bon je vous appelle parce que moi j'ai envoyé un courriel le 10 décembre OK pour que le REER de ma fille soit bon arrêté ils l'ont arrêté pour que je puisse pour qu'on me transfère l'argent à mon compte OK y'a rien ils m'ont dit 23 jours ça fait presque deux semaines demain ce que j'ai dit tout 10 décembre on va être demain jeudi et j'ai rien alors qu'est-ce qui se passe
./data\9140967664320000251_Charles.wav,Oui bonjour s'il vous plaît j'aimerais ça faire une cotisation pour mon REER
./data\9140967664320000251_NaimaF.wav,Oui bonjour s'il vous plaît j'aimerais ça faire une cotisation pour mon REER
./data\9140968990830000251_Anne-Marie_2.wav,OK j'ai fait une une transaction pour acheter une botte dans le magasin Globo le le 20 le 20 novembre j'ai remarqué que sur mon cellulaire j'ai le compte de Banque Nationale y est retiré directement malgré que j'ai utilisé la MasterCard c'est pas Matic il est retiré directement comme un guichet Automatic je reçois j'ai reçu aujourd'hui le relevé de compte de MasterCard qui que je dois l'payer mais c'est déjà payé sur mon compte dans la Banque Nationale
./data\9140968990830000251_Charles.wav,OK j'ai fait une une transaction pour acheter une botte dans le magasin Globo le le 20 le 20 novembre j'ai remarqué que sur mon cellulaire j'ai le compte de Banque Nationale est retiré directement malgré que j'ai utilisé la MasterCard c'est pas guichet de Matic et il est retiré directement comme guichet d'un Mexique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de MasterCard qui que je dois le payer mais c'est déjà payé sur mon compte de la Banque Nationale
./data\9140968990830000251_NajatS.wav,OK j'ai fait une transaction pour acheter une botte dans le magasin Globo le le vend le 20 novembre j'ai remarqué que sur mon cellulaire j'ai le compte de Banque Nationale il est retiré directement malgré que j'ai utilisé le Mastercard c'est pas guichet automatique il est il est retiré directement comme un guichet automatique pis aujourd'hui je reçois j'ai reçu aujourd'hui le relevé de compte de MasterCard qui que je dois payer mais c'est déjà payé sur mon compte dans la Banque Nationale
./data\9140985350360000251_Anne-Marie_2.wav,C'est que je suis en train de vérifier sur mon mon relevé là pour la carte de crédit pis y'a deux paiements de 800 $ qui est passé que j'ai pas fait
./data\9140985350360000251_Charles.wav,C'est que je suis en train de vérifier sur mon relevé là pour la la carte de crédit pis y'a deux paiements de huit dollars qui est passé que j'ai pas fait
